premises_text	Premises_text	hypothesis_text	Hipotesis_teks	id_pair	id_premis	label
His tomb was once unknown, and Zain ibn Abdullah Bahasan appeared to him.	Makamnya pernah tidak diketahui, dan Zain bin Abdullah Bahasan menampakkan diri kepadanya.	Zain bin Abdullah Bahasan is famous today.	Zain bin Abdullah Bahasan terkenal sekarang.	101231	10123	n
His tomb was once unknown, and Zain ibn Abdullah Bahasan appeared to him.	Makamnya pernah tidak diketahui, dan Zain bin Abdullah Bahasan menampakkan diri kepadanya.	Her tomb has always been famous.	Makamnya selalu terkenal.	101232	10123	c
His tomb was once unknown, and Zain ibn Abdullah Bahasan appeared to him.	Makamnya pernah tidak diketahui, dan Zain bin Abdullah Bahasan menampakkan diri kepadanya.	The tomb is unknown until now.	Makam ini tidak diketahui sampai sekarang.	101233	10123	c
His tomb was once unknown, and Zain ibn Abdullah Bahasan appeared to him.	Makamnya pernah tidak diketahui, dan Zain bin Abdullah Bahasan menampakkan diri kepadanya.	His grave is no longer famous.	Makamnya tidak lagi terkenal.	101234	10123	c
His tomb was once unknown, and Zain ibn Abdullah Bahasan appeared to him.	Makamnya pernah tidak diketahui, dan Zain bin Abdullah Bahasan menampakkan diri kepadanya.	The tomb belongs to Zain bin Abdullah Bahasan.	Makam ini milik Zain bin Abdullah Bahasan.	101235	10123	n
CGI Mestre has stated in a note, that there will be no rise in VAT, at least for 2017.	CGI Mestre telah menyatakan dalam sebuah catatan, bahwa tidak akan ada kenaikan VAT, setidaknya untuk tahun 2017.	There was no rise in VAT for 2017.	Tidak ada kenaikan VAT untuk tahun 2017.	101242	10124	e
CGI Mestre has stated in a note, that there will be no rise in VAT, at least for 2017.	CGI Mestre telah menyatakan dalam sebuah catatan, bahwa tidak akan ada kenaikan VAT, setidaknya untuk tahun 2017.	CGI Mestre declared in 2017.	CGI Mestre dideklarasikan pada 2017.	101243	10124	n
CGI Mestre has stated in a note, that there will be no rise in VAT, at least for 2017.	CGI Mestre telah menyatakan dalam sebuah catatan, bahwa tidak akan ada kenaikan VAT, setidaknya untuk tahun 2017.	There was a drop in VAT for 2017.	Ada penurunan VAT untuk 2017.	101245	10124	n
While the majority of these fish are adaptable in pet places, some are specialist eaters that are hard to maintain.	Sementara mayoritas ikan ini mudah beradaptasi di tempat hewan peliharaan, beberapa adalah pemakan spesialis yang sulit dipelihara.	The majority of fish are adaptable.	Mayoritas ikan dapat beradaptasi.	101250	10125	e
While the majority of these fish are adaptable in pet places, some are specialist eaters that are hard to maintain.	Sementara mayoritas ikan ini mudah beradaptasi di tempat hewan peliharaan, beberapa adalah pemakan spesialis yang sulit dipelihara.	Some fish are specialist eaters that are hard to maintain.	Beberapa ikan adalah pemakan spesialis yang sulit dipelihara.	101252	10125	e
While the majority of these fish are adaptable in pet places, some are specialist eaters that are hard to maintain.	Sementara mayoritas ikan ini mudah beradaptasi di tempat hewan peliharaan, beberapa adalah pemakan spesialis yang sulit dipelihara.	All fish are adaptable.	Semua ikan dapat beradaptasi.	101254	10125	c
While the majority of these fish are adaptable in pet places, some are specialist eaters that are hard to maintain.	Sementara mayoritas ikan ini mudah beradaptasi di tempat hewan peliharaan, beberapa adalah pemakan spesialis yang sulit dipelihara.	Specialist fish eaters are easy to maintain.	Spesialis pemakan ikan mudah dipelihara.	101255	10125	c
In Europe, before the outbreak of war, the Allies had a significant edge, both in terms of population and economics.	Di Eropa, sebelum pecahnya perang, Sekutu memiliki tepian yang signifikan, baik dari segi populasi maupun ekonomi.	After the war, the Allies excelled at economics.	Setelah perang, Sekutu unggul di bidang ekonomi.	101260	10126	n
In Europe, before the outbreak of war, the Allies had a significant edge, both in terms of population and economics.	Di Eropa, sebelum pecahnya perang, Sekutu memiliki tepian yang signifikan, baik dari segi populasi maupun ekonomi.	The Allies excel at economics in Asia.	Sekutu unggul di bidang ekonomi di Asia.	101262	10126	n
In Europe, before the outbreak of war, the Allies had a significant edge, both in terms of population and economics.	Di Eropa, sebelum pecahnya perang, Sekutu memiliki tepian yang signifikan, baik dari segi populasi maupun ekonomi.	War broke out in Europe.	Perang pecah di Eropa.	101264	10126	n
Modong is a village in the district of Tulangan, Sidoarjo Regency, East Java province.	Modong adalah sebuah desa yang berada di Kecamatan Tulangan, Kabupaten Sidoarjo, Provinsi Jawa Timur.	Modong is a village.	Modong adalah sebuah desa.	101270	10127	e
Modong is a village in the district of Tulangan, Sidoarjo Regency, East Java province.	Modong adalah sebuah desa yang berada di Kecamatan Tulangan, Kabupaten Sidoarjo, Provinsi Jawa Timur.	Modong is in East Java Province.	Modong berada di Provinsi Jawa Timur.	101272	10127	e
Modong is a village in the district of Tulangan, Sidoarjo Regency, East Java province.	Modong adalah sebuah desa yang berada di Kecamatan Tulangan, Kabupaten Sidoarjo, Provinsi Jawa Timur.	There's a village in Tulangan district called Modong.	Ada sebuah desa di kecamatan Tulangan bernama Modong.	101275	10127	e
Shikamaru hasn't run out of his mind, then lures Tayuya closer and traps him with kagemane, kageshibari no jutsu.	Shikamaru belum kehabisan akal, kemudian memancing Tayuya mendekat dan menjebaknya dengan kagemane, kageshibari no jutsu.	Shikamaru lures Tayuya with kagemane.	Shikamaru memancing Tayuya dengan kagemane.	101280	10128	e
Shikamaru hasn't run out of his mind, then lures Tayuya closer and traps him with kagemane, kageshibari no jutsu.	Shikamaru belum kehabisan akal, kemudian memancing Tayuya mendekat dan menjebaknya dengan kagemane, kageshibari no jutsu.	Tayuya was framed by Shikamaru with kagemane.	Tayuya dijebak oleh Shikamaru dengan kagemane.	101281	10128	e
Shikamaru hasn't run out of his mind, then lures Tayuya closer and traps him with kagemane, kageshibari no jutsu.	Shikamaru belum kehabisan akal, kemudian memancing Tayuya mendekat dan menjebaknya dengan kagemane, kageshibari no jutsu.	Tayuya hasn't run out of sense.	Tayuya belum kehabisan akal.	101283	10128	n
Shikamaru hasn't run out of his mind, then lures Tayuya closer and traps him with kagemane, kageshibari no jutsu.	Shikamaru belum kehabisan akal, kemudian memancing Tayuya mendekat dan menjebaknya dengan kagemane, kageshibari no jutsu.	Tayuya is lured closer to Shikamaru.	Tayuya terpikat lebih dekat dengan Shikamaru.	101285	10128	e
Much of that debate, from the Democratic side this year, is about the identity of white men.	Sebagian besar perdebatan itu, dari sisi Demokrat tahun ini, adalah tentang identitas orang kulit putih.	Most of the debate was about white men.	Sebagian besar perdebatan adalah tentang pria kulit putih.	101290	10129	e
Much of that debate, from the Democratic side this year, is about the identity of white men.	Sebagian besar perdebatan itu, dari sisi Demokrat tahun ini, adalah tentang identitas orang kulit putih.	The Democratic side debated the identity of white men.	Partai Demokrat memperdebatkan identitas pria kulit putih.	101293	10129	e
Much of that debate, from the Democratic side this year, is about the identity of white men.	Sebagian besar perdebatan itu, dari sisi Demokrat tahun ini, adalah tentang identitas orang kulit putih.	Debate about white male identity is only a fraction.	Debat tentang identitas laki-laki putih hanya pecahan.	101294	10129	c
Much of that debate, from the Democratic side this year, is about the identity of white men.	Sebagian besar perdebatan itu, dari sisi Demokrat tahun ini, adalah tentang identitas orang kulit putih.	A fraction of the debate is about whites.	Sebagian besar perdebatan adalah tentang kulit putih.	101295	10129	n
The government has banned educators from suppressing the transmission of the Corona COVID-19 virus.	Pemerintah telah melarang para pemudik untuk menekan penularan virus Corona COVID-19.	The government has allowed narcotics.	Pemerintah telah mengizinkan narkotika.	101300	10130	c
The government has banned educators from suppressing the transmission of the Corona COVID-19 virus.	Pemerintah telah melarang para pemudik untuk menekan penularan virus Corona COVID-19.	The government wants to suppress viral contagion.	Pemerintah ingin menekan penularan virus.	101301	10130	e
The government has banned educators from suppressing the transmission of the Corona COVID-19 virus.	Pemerintah telah melarang para pemudik untuk menekan penularan virus Corona COVID-19.	Prohibition of mudice suppresses the transmission of the Corona COVID-19 virus.	Larangan lumpur menekan transmisi virus Corona COVID-19.	101302	10130	n
The government has banned educators from suppressing the transmission of the Corona COVID-19 virus.	Pemerintah telah melarang para pemudik untuk menekan penularan virus Corona COVID-19.	The government banned Corona virus transmission.	Pemerintah melarang transmisi virus Corona.	101303	10130	n
The government has banned educators from suppressing the transmission of the Corona COVID-19 virus.	Pemerintah telah melarang para pemudik untuk menekan penularan virus Corona COVID-19.	Mudik is not banned from the government.	Mudik tidak dilarang oleh pemerintah.	101304	10130	c
The government has banned educators from suppressing the transmission of the Corona COVID-19 virus.	Pemerintah telah melarang para pemudik untuk menekan penularan virus Corona COVID-19.	Mudik is banned from the government.	Mudik dilarang oleh pemerintah.	101305	10130	e
President Joko Widodo (Jokowi) delivered a prediction that the Corona virus outbreak (COVID-19) in Indonesia would be completed later this year.	Presiden Joko Widodo (Jokowi) menyampaikan prediksi bahwa wabah virus Corona (COVID-19) di Indonesia akan selesai akhir tahun ini.	The virus outbreak will be completed later this year.	Wabah virus akan selesai akhir tahun ini.	101310	10131	n
President Joko Widodo (Jokowi) delivered a prediction that the Corona virus outbreak (COVID-19) in Indonesia would be completed later this year.	Presiden Joko Widodo (Jokowi) menyampaikan prediksi bahwa wabah virus Corona (COVID-19) di Indonesia akan selesai akhir tahun ini.	The virus outbreak will not be completed this year.	Wabah virus tidak akan selesai tahun ini.	101311	10131	n
President Joko Widodo (Jokowi) delivered a prediction that the Corona virus outbreak (COVID-19) in Indonesia would be completed later this year.	Presiden Joko Widodo (Jokowi) menyampaikan prediksi bahwa wabah virus Corona (COVID-19) di Indonesia akan selesai akhir tahun ini.	Presidan Joko Widodo delivered the final prediction of the Corona outbreak.	Presidan Joko Widodo menyampaikan prediksi terakhir tentang wabah Corona ini. Presidan mengatakan bahwa wabah Corona ini tidak akan terjadi lagi.	101312	10131	e
President Joko Widodo (Jokowi) delivered a prediction that the Corona virus outbreak (COVID-19) in Indonesia would be completed later this year.	Presiden Joko Widodo (Jokowi) menyampaikan prediksi bahwa wabah virus Corona (COVID-19) di Indonesia akan selesai akhir tahun ini.	The Corona virus outbreak is predicted to be completed later this year.	Wabah virus Corona diprediksi akan selesai akhir tahun ini.	101313	10131	e
President Joko Widodo (Jokowi) delivered a prediction that the Corona virus outbreak (COVID-19) in Indonesia would be completed later this year.	Presiden Joko Widodo (Jokowi) menyampaikan prediksi bahwa wabah virus Corona (COVID-19) di Indonesia akan selesai akhir tahun ini.	The Corona virus outbreak is predicted to not be completed later this year.	Wabah virus Corona diprediksi tidak akan selesai pada akhir tahun ini.	101314	10131	c
President Joko Widodo (Jokowi) delivered a prediction that the Corona virus outbreak (COVID-19) in Indonesia would be completed later this year.	Presiden Joko Widodo (Jokowi) menyampaikan prediksi bahwa wabah virus Corona (COVID-19) di Indonesia akan selesai akhir tahun ini.	The final prediction of the outbreak was not delivered by Jokowi.	Prediksi terakhir wabah ini tidak disampaikan oleh Jokowi. Pasalnya, saat ini sudah ada tiga orang yang meninggal dunia.	101315	10131	c
A total of 15.68 percent of patients died had heart disease, 9.19 percent had chronic lung disease and 8.65 percent had kidney disease.	Sebanyak 15,68 persen pasien meninggal karena penyakit jantung, 9,19 persen menderita penyakit paru-paru kronis dan 8,65 persen menderita penyakit ginjal.	The number of patients dying from heart disease is more than kidney disease.	Jumlah pasien yang meninggal akibat penyakit jantung lebih banyak dibandingkan dengan penyakit ginjal.	101320	10132	e
A total of 15.68 percent of patients died had heart disease, 9.19 percent had chronic lung disease and 8.65 percent had kidney disease.	Sebanyak 15,68 persen pasien meninggal karena penyakit jantung, 9,19 persen menderita penyakit paru-paru kronis dan 8,65 persen menderita penyakit ginjal.	More than 10 percent of patients have kidney disease.	Lebih dari 10 persen pasien memiliki penyakit ginjal.	101321	10132	c
